190	0.0123	0.0182	0.0274
191	0.0137	0.0155	0.0309
192	0.0156	0.0169	0.0298
193	0.0143	0.0149	0.0263
194	0.0152	0.0155	0.0269
195	0.0148	0.0176	0.0241
196	0.0143	0.0196	0.0206
197	0.0143	0.0196	0.0194
198	0.0148	0.0176	0.0224
199	0.0134	0.0170	0.0248
200	0.0143	0.0170	0.0242
201	0.0168	0.0178	0.0236
202	0.0163	0.0150	0.0225
203	0.0148	0.0116	0.0243
204	0.0129	0.0130	0.0220
205	0.0134	0.0151	0.0202
206	0.0149	0.0144	0.0197
207	0.0130	0.0165	0.0239
208	0.0120	0.0186	0.0233
209	0.0130	0.0193	0.0215
210	0.0116	0.0173	0.0192
211	0.0096	0.0166	0.0174
212	0.0106	0.0187	0.0192
213	0.0111	0.0221	0.0181
214	0.0097	0.0215	0.0181
215	0.0082	0.0208	0.0169
216	0.0087	0.0201	0.0224
217	0.0078	0.0194	0.0223
218	0.0073	0.0160	0.0218
219	0.0078	0.0139	0.0194
220	0.0088	0.0146	0.0194
221	0.0117	0.0132	0.0207
222	0.0112	0.0105	0.0207
223	0.0127	0.0119	0.0146
224	0.0132	0.0098	0.0146
225	0.0147	0.0091	0.0183
226	0.0142	0.0084	0.0207
227	0.0142	0.0112	0.0201
228	0.0147	0.0112	0.0214
229	0.0143	0.0098	0.0263
230	0.0143	0.0113	0.0275
231	0.0119	0.0120	0.0281
232	0.0094	0.0099	0.0251
233	0.0089	0.0099	0.0252
234	0.0109	0.0085	0.0239
235	0.0114	0.0092	0.0196
236	0.0119	0.0092	0.0172
237	0.0144	0.0099	0.0154
238	0.0184	0.0092	0.0148
239	0.0184	0.0099	0.0142
240	0.0160	0.0071	0.0136
241	0.0165	0.0071	0.0124
242	0.0150	0.0064	0.0143
243	0.0135	0.0086	0.0137
244	0.0126	0.0107	0.0174
245	0.0126	0.0122	0.0193
246	0.0106	0.0136	0.0181
247	0.0111	0.0144	0.0156
248	0.0101	0.0151	0.0156
249	0.0086	0.0151	0.0119
250	0.0086	0.0115	0.0106
251	0.0096	0.0130	0.0125
252	0.0101	0.0144	0.0157
253	0.0081	0.0123	0.0157
254	0.0066	0.0159	0.0169
255	0.0072	0.0159	0.0176
256	0.0067	0.0144	0.0177
257	0.0067	0.0144	0.0158
258	0.0067	0.0137	0.0164
259	0.0072	0.0130	0.0139
260	0.0082	0.0123	0.0102
261	0.0118	0.0109	0.0108
262	0.0119	0.0116	0.0127
263	0.0124	0.0116	0.0147
264	0.0124	0.0116	0.0147
265	0.0124	0.0109	0.0160
266	0.0099	0.0109	0.0160
267	0.0109	0.0131	0.0154
268	0.0104	0.0109	0.0174
269	0.0099	0.0095	0.0135
270	0.0084	0.0088	0.0116
271	0.0094	0.0073	0.0129
272	0.0063	0.0095	0.0123
273	0.0073	0.0088	0.0097
274	0.0089	0.0081	0.0091
275	0.0063	0.0110	0.0078
276	0.0074	0.0095	0.0091
277	0.0095	0.0117	0.0104
278	0.0084	0.0110	0.0085
279	0.0079	0.0139	0.0091
280	0.0090	0.0139	0.0098
281	0.0079	0.0132	0.0111
282	0.0069	0.0117	0.0098
283	0.0074	0.0132	0.0098
284	0.0074	0.0125	0.0098
285	0.0074	0.0140	0.0117
286	0.0117	0.0133	0.0092
287	0.0139	0.0125	0.0118
288	0.0149	0.0111	0.0138
289	0.0128	0.0111	0.0144
290	0.0118	0.0119	0.0125
291	0.0107	0.0141	0.0138
292	0.0096	0.0134	0.0125
293	0.0091	0.0119	0.0125
294	0.0096	0.0119	0.0092
295	0.0096	0.0097	0.0106
296	0.0080	0.0089	0.0132
297	0.0086	0.0089	0.0132
298	0.0091	0.0089	0.0126
299	0.0086	0.0089	0.0139
300	0.0113	0.0112	0.0139
301	0.0102	0.0104	0.0120
302	0.0103	0.0097	0.0120
303	0.0092	0.0097	0.0140
304	0.0087	0.0075	0.0120
305	0.0076	0.0083	0.0081
306	0.0065	0.0083	0.0074
307	0.0071	0.0083	0.0087
308	0.0093	0.0075	0.0074
309	0.0087	0.0060	0.0088
310	0.0093	0.0060	0.0081
311	0.0093	0.0075	0.0095
312	0.0082	0.0075	0.0108
313	0.0082	0.0061	0.0102
314	0.0083	0.0061	0.0081
315	0.0094	0.0099	0.0102
316	0.0105	0.0076	0.0095
317	0.0094	0.0092	0.0082
318	0.0088	0.0084	0.0082
319	0.0083	0.0077	0.0082
320	0.0089	0.0069	0.0069
321	0.0095	0.0046	0.0069
322	0.0084	0.0062	0.0076
323	0.0084	0.0062	0.0083
324	0.0067	0.0062	0.0083
325	0.0062	0.0062	0.0083
326	0.0051	0.0062	0.0070
327	0.0045	0.0047	0.0063
328	0.0039	0.0054	0.0063
329	0.0040	0.0047	0.0077
330	0.0051	0.0047	0.0070
331	0.0051	0.0047	0.0070
332	0.0051	0.0039	0.0070
333	0.0034	0.0039	0.0070
334	0.0040	0.0047	0.0070
335	0.0046	0.0055	0.0063
336	0.0046	0.0079	0.0063
337	0.0051	0.0071	0.0056
338	0.0057	0.0071	0.0057
339	0.0046	0.0079	0.0078
340	0.0046	0.0095	0.0071
341	0.0034	0.0071	0.0064
342	0.0040	0.0071	0.0071
343	0.0040	0.0079	0.0050
344	0.0034	0.0087	0.0050
345	0.0035	0.0087	0.0043
346	0.0046	0.0080	0.0036
347	0.0040	0.0072	0.0071
348	0.0041	0.0064	0.0079
349	0.0052	0.0072	0.0100
350	0.0069	0.0056	0.0100
351	0.0070	0.0064	0.0093
352	0.0070	0.0072	0.0086
353	0.0070	0.0064	0.0058
354	0.0058	0.0072	0.0058
355	0.0058	0.0064	0.0058
356	0.0058	0.0040	0.0058
357	0.0076	0.0048	0.0043
358	0.0059	0.0040	0.0036
359	0.0047	0.0040	0.0029
360	0.0041	0.0049	0.0036
361	0.0035	0.0049	0.0029
362	0.0047	0.0065	0.0037
363	0.0053	0.0073	0.0022
364	0.0047	0.0065	0.0037
365	0.0047	0.0065	0.0037
366	0.0047	0.0065	0.0029
367	0.0041	0.0033	0.0037
368	0.0035	0.0016	0.0030
369	0.0024	0.0008	0.0030
370	0.0024	0.0016	0.0037
371	0.0036	0.0025	0.0037
372	0.0047	0.0025	0.0045
373	0.0048	0.0025	0.0022
374	0.0054	0.0017	0.0022
375	0.0054	0.0017	0.0030
376	0.0066	0.0017	0.0037
377	0.0054	0.0033	0.0038
378	0.0054	0.0033	0.0038
379	0.0042	0.0033	0.0038
380	0.0042	0.0042	0.0023
381	0.0036	0.0050	0.0015
382	0.0030	0.0050	0.0023
383	0.0048	0.0050	0.0023
384	0.0042	0.0050	0.0023
385	0.0048	0.0042	0.0031
386	0.0054	0.0017	0.0031
387	0.0061	0.0008	0.0031
388	0.0055	0.0008	0.0031
389	0.0043	0.0008	0.0023
390	0.0043	0.0008	0.0015
391	0.0037	0.0008	0.0015
392	0.0043	0.0008	0.0008
393	0.0043	0.0000	0.0008
394	0.0049	0.0017	0.0016
395	0.0043	0.0026	0.0031
396	0.0043	0.0034	0.0031
397	0.0043	0.0043	0.0039
398	0.0043	0.0043	0.0047
399	0.0043	0.0043	0.0047
400	0.0043	0.0060	0.0039
